heart_rate,calories_burned,sleep_hours,steps_walked,stress_level,posture_score,joint_flexibility,repetition_count,motion_type,shift_hours,night_shift,overtime_hours,risk_class
117,3097,6.0,4015,1,21,130,469,sitting,8,0,5,1
65,2420,9.4,1051,7,89,112,51,climbing,10,1,4,1
90,1671,6.6,1492,5,91,79,220,climbing,10,0,2,0
95,2076,5.8,19594,9,99,133,81,climbing,10,1,0,1
93,2458,6.7,19285,8,86,174,60,climbing,10,1,4,1
64,2991,3.7,15049,2,66,146,432,lifting,10,1,3,1
61,3935,4.9,1729,1,36,140,451,bending,12,1,3,2
114,3638,7.0,7120,6,21,107,500,lifting,10,0,4,1
83,2070,9.1,16105,5,62,160,160,lifting,9,1,3,1
78,1869,7.5,5520,7,57,128,308,walking,12,0,0,0
94,3758,4.4,4011,9,95,133,481,walking,9,1,1,1
70,2077,7.1,16647,5,85,180,38,climbing,6,1,5,1
106,3000,5.1,5321,1,90,118,348,sitting,8,1,0,1
80,3282,8.2,5142,0,93,66,64,sitting,9,0,5,0
96,1573,9.1,2631,1,100,132,112,bending,8,1,2,1
120,1716,6.3,7922,2,55,150,90,kneeling,7,1,5,1
116,2646,3.5,3915,7,86,162,93,walking,11,1,5,1
88,2484,4.0,14752,1,69,168,473,sitting,6,1,0,0
63,2939,9.2,2933,1,34,177,190,lifting,10,0,3,1
116,1947,9.4,3823,5,43,139,41,bending,6,1,1,1
120,3304,3.8,19661,2,45,41,16,climbing,6,1,4,2
80,1560,3.5,16855,4,31,159,293,sitting,10,1,5,1
78,2429,8.4,5615,9,86,149,211,kneeling,10,0,3,0
82,2038,7.1,10143,7,34,135,428,bending,6,0,3,1
72,2773,8.4,3708,3,29,39,132,sitting,6,0,2,0
109,3799,7.5,14214,3,43,47,239,sitting,7,1,3,1
76,3646,8.1,8928,5,39,137,271,lifting,9,1,4,1
87,1659,8.0,15673,3,95,170,112,bending,8,1,4,1
92,2299,6.8,6795,5,49,127,471,bending,12,1,3,2
118,2064,6.7,11841,5,26,144,417,climbing,8,0,3,1
83,3339,7.2,12548,1,66,131,81,walking,10,0,5,0
112,1539,7.1,18722,5,61,57,21,climbing,11,1,5,2
61,3957,4.1,8653,1,30,55,236,kneeling,9,0,4,1
103,1578,4.4,10664,7,69,43,351,bending,7,0,5,1
61,3163,7.8,13155,3,60,98,357,lifting,11,0,0,0
117,1838,7.5,6971,7,60,174,182,lifting,6,0,3,1
108,1707,4.0,4637,5,47,76,464,sitting,12,1,3,2
100,2891,3.7,10257,0,83,55,391,climbing,11,0,1,1
89,3936,6.8,12595,9,66,37,467,walking,11,0,0,1
60,3108,5.2,8085,4,21,82,353,kneeling,6,0,2,0
82,2016,9.1,8029,6,25,159,313,bending,12,1,0,1
64,3723,5.3,4073,3,63,74,491,kneeling,8,1,1,0
118,3031,7.6,12156,2,25,122,198,lifting,6,0,3,1
91,3832,9.1,1427,10,22,131,292,climbing,12,0,0,1
94,3084,7.8,16646,4,25,91,245,kneeling,8,0,5,1
116,2392,7.5,19686,4,59,178,357,sitting,12,0,0,0
60,3108,6.4,13352,2,62,113,4,walking,7,1,0,0
64,3520,4.8,13434,5,52,63,460,climbing,7,1,0,1
89,3700,5.0,3003,10,43,176,359,walking,7,0,2,1
81,1890,3.9,2046,9,25,137,429,bending,6,1,1,1
60,3715,6.8,14566,8,52,92,7,walking,6,0,3,0
85,3318,4.8,5459,9,20,102,458,bending,8,1,2,1
108,3804,6.8,18794,7,61,174,440,walking,6,0,4,0
107,3931,8.1,11213,2,70,41,118,walking,9,0,0,0
116,2079,6.2,12590,8,43,49,130,climbing,9,0,5,2
98,2016,3.5,15579,1,31,118,431,walking,7,0,1,1
72,3267,7.7,6513,1,97,73,34,sitting,10,0,4,0
96,3502,7.8,12994,9,32,141,54,lifting,10,1,1,1
94,3021,5.5,19042,1,95,110,291,bending,9,1,1,1
105,1885,5.8,17933,0,26,116,469,walking,9,0,0,1
95,3037,7.2,6065,8,94,152,460,walking,12,1,2,1
116,2773,8.7,4144,8,37,73,369,climbing,7,0,0,1
71,3757,4.8,10651,8,36,88,69,bending,7,0,2,1
65,2636,5.2,10134,10,47,63,473,bending,12,0,0,1
86,2974,7.0,7431,0,36,33,65,lifting,11,0,0,1
77,2111,4.8,5299,2,76,157,183,walking,11,0,1,0
83,2294,3.7,5280,8,31,136,171,lifting,9,1,3,2
72,1511,7.6,2882,5,96,89,478,climbing,9,1,2,0
85,3894,4.1,18605,3,36,48,350,lifting,11,0,4,2
65,3202,7.6,3425,7,58,126,442,kneeling,6,0,4,0
107,3674,4.8,1955,4,51,168,420,sitting,6,1,3,1
70,2117,6.9,7652,1,73,154,7,kneeling,6,1,3,0
95,3009,9.3,14686,6,78,40,196,walking,11,1,1,1
65,3836,6.6,13901,5,66,45,155,kneeling,8,1,2,0
101,1648,6.1,15138,6,45,108,309,walking,11,0,4,1
86,2908,3.6,13351,2,78,78,66,walking,9,0,3,0
116,1981,4.0,5812,4,47,135,340,walking,12,1,5,2
95,2813,5.1,5957,1,85,161,325,lifting,10,1,4,1
120,1901,7.9,14355,2,50,109,464,bending,6,1,2,1
74,2323,6.9,8845,2,56,147,498,walking,8,0,2,0
94,2466,4.8,9543,3,24,91,39,lifting,11,1,5,2
93,3545,5.9,13250,4,67,149,398,bending,9,1,3,1
81,3357,5.9,9790,10,62,81,184,walking,9,1,4,1
90,2609,5.9,17475,6,28,140,106,sitting,7,0,1,0
81,2669,5.7,18546,0,93,115,473,kneeling,8,0,2,0
71,3134,7.1,11587,5,93,127,203,sitting,12,1,1,0
67,2481,3.6,10049,2,50,124,397,bending,10,0,2,0
71,3076,4.2,10368,0,53,169,298,walking,7,0,3,0
112,1976,5.3,11378,4,47,44,231,kneeling,9,0,5,1
109,3375,4.9,1592,0,88,61,253,kneeling,12,1,1,1
69,1992,4.0,18989,7,31,172,143,sitting,7,0,2,0
112,2644,7.9,6774,6,84,147,132,sitting,12,1,0,1
67,3536,4.7,6360,10,23,165,210,sitting,11,0,1,1
117,3321,6.3,5327,9,75,132,349,sitting,9,0,1,0
89,1513,4.2,3029,10,25,121,417,walking,12,1,4,2
64,1600,9.1,13041,5,86,41,18,lifting,7,1,5,1
71,2024,3.9,7104,5,79,79,61,climbing,6,1,1,1
96,2005,8.1,8130,6,87,52,253,walking,6,0,0,0
72,3048,7.2,12503,2,86,130,90,bending,6,0,4,0
106,3485,8.2,12271,2,67,120,423,bending,11,0,1,1
69,2192,4.4,15506,3,98,78,457,kneeling,10,0,0,0
78,2989,8.6,8276,5,48,63,116,climbing,9,0,4,1
82,1642,6.3,4002,0,90,147,23,kneeling,7,1,4,0
91,1994,8.1,6190,3,68,39,50,lifting,9,0,1,1
85,1908,5.6,19141,3,91,173,323,walking,11,0,3,1
102,3280,9.0,9589,8,53,133,244,walking,8,1,2,1
68,2094,4.8,8100,2,38,71,470,bending,10,0,5,1
66,3988,5.3,6045,5,91,174,78,bending,12,0,1,1
106,2948,5.9,13354,2,99,116,108,sitting,11,0,3,1
75,3461,8.7,9016,1,34,166,28,sitting,9,1,2,0
66,2467,3.5,11330,3,91,108,395,lifting,11,1,1,1
60,1793,4.8,13627,2,71,44,260,sitting,11,1,1,1
96,3439,7.4,13652,1,60,100,404,climbing,6,1,2,1
76,3829,3.9,6710,10,28,124,44,climbing,11,1,0,2
64,3819,8.1,12213,5,74,99,8,kneeling,11,0,4,0
106,3039,7.1,7931,9,61,145,280,climbing,8,0,0,1
90,1502,8.4,1595,4,41,141,499,walking,11,0,0,0
99,3532,4.1,3942,2,59,48,481,walking,10,0,5,1
87,3152,6.3,19564,10,78,133,18,kneeling,10,1,1,0
64,2175,6.1,16855,3,30,77,67,climbing,11,1,5,1
108,1615,6.3,12112,9,87,166,318,climbing,11,1,2,1
75,2351,9.1,19732,4,45,59,308,lifting,11,1,2,1
79,2271,3.7,17793,10,94,115,93,walking,6,0,0,0
70,1995,7.0,12533,0,64,154,413,climbing,8,1,4,1
100,3368,8.3,10309,7,20,42,0,walking,9,1,3,1
79,2766,6.8,15262,7,71,106,293,climbing,10,1,2,0
116,1864,6.0,7596,6,64,139,353,lifting,8,1,0,1
61,3165,5.0,11313,3,80,80,19,kneeling,11,1,2,1
96,3247,7.2,16217,7,30,58,451,bending,10,1,1,1
96,3057,4.8,7746,0,67,149,368,lifting,7,1,2,1
67,2161,6.7,16160,6,46,139,153,walking,6,1,4,1
78,3648,7.2,19336,9,62,130,178,sitting,9,1,1,0
79,2853,8.0,10573,3,59,95,402,lifting,12,1,4,1
67,3120,6.9,9014,9,51,96,141,kneeling,9,1,1,0
96,2604,8.8,9644,0,87,173,87,walking,7,0,4,0
81,3550,6.0,16631,3,93,166,328,kneeling,10,1,0,0
75,2145,4.1,1261,9,77,63,31,bending,7,0,3,1
108,1677,6.4,10874,8,64,79,146,bending,11,1,2,1
81,3435,8.3,5322,2,24,92,5,lifting,8,1,4,1
87,2746,5.8,3100,2,98,87,290,lifting,12,0,1,1
117,2957,4.1,4761,3,79,115,439,climbing,12,1,4,2
105,3936,5.8,11838,9,63,150,493,lifting,10,1,0,1
119,3849,7.2,3253,4,66,171,152,walking,8,1,3,1
84,2406,4.0,8301,8,90,124,24,walking,8,0,1,0
113,3168,4.4,5447,0,51,79,158,climbing,8,0,2,1
86,2351,7.4,1613,4,49,145,365,kneeling,9,1,4,1
113,1614,3.7,11282,2,92,101,195,kneeling,6,0,5,1
65,3495,6.1,10373,1,79,97,96,lifting,8,0,2,0
63,2135,4.9,13013,0,40,71,417,kneeling,10,1,3,1
85,2885,4.6,12035,2,45,81,68,kneeling,7,0,0,0
68,1566,4.3,14148,9,33,85,104,lifting,7,0,1,1
72,2538,5.9,15449,1,35,139,401,climbing,8,0,3,1
114,3248,4.4,16675,9,98,118,384,sitting,7,0,1,1
77,3016,4.8,3563,2,49,178,284,sitting,12,1,1,1
75,1618,4.8,5319,0,36,168,151,climbing,6,0,0,1
89,2167,9.2,5338,4,26,125,29,climbing,12,1,2,1
102,3738,6.3,4328,7,83,112,422,sitting,9,0,4,0
110,3960,9.1,6992,4,26,128,184,bending,10,0,4,1
115,3305,4.4,16373,10,38,116,258,lifting,7,0,2,1
98,1664,8.3,12247,6,70,166,144,bending,8,0,1,0
91,2520,7.3,15790,9,29,77,51,walking,6,0,0,1
67,3674,6.2,17826,0,50,118,352,kneeling,9,0,5,0
118,1802,6.2,2621,7,57,39,408,bending,7,0,2,1
66,3907,9.3,9251,5,42,111,376,lifting,9,0,1,0
71,2082,8.9,13707,4,51,86,285,climbing,7,0,0,0
83,2684,4.4,4702,6,42,126,347,sitting,11,1,4,1
116,3066,8.6,7303,3,20,168,418,walking,7,1,2,1
79,3313,8.8,1606,4,84,162,255,kneeling,10,1,0,0
77,3403,3.6,6446,0,67,126,392,kneeling,11,1,0,1
99,2782,4.6,15686,7,52,76,203,climbing,11,0,1,1
120,3948,7.9,14569,3,54,77,231,climbing,9,1,1,1
70,2969,6.9,1574,6,30,132,178,kneeling,6,0,4,0
68,1613,7.4,19766,2,39,103,59,lifting,8,1,1,1
62,2121,7.0,11348,10,94,132,119,climbing,7,1,5,1
106,2131,7.4,6647,9,57,76,21,climbing,9,0,2,1
102,2561,7.2,1886,10,90,116,49,walking,7,0,1,0
101,3704,8.1,2325,0,54,176,273,walking,11,0,0,0
112,1842,4.6,5975,1,42,49,190,bending,8,0,5,2
83,3704,4.4,15268,8,73,167,255,climbing,8,0,0,1
108,3887,4.2,11705,4,91,167,29,climbing,8,1,1,1
113,1503,3.8,13722,2,92,158,468,climbing,9,1,1,1
113,2784,6.6,13704,10,71,102,484,climbing,11,1,5,2
67,3940,6.1,5236,3,57,76,57,kneeling,7,1,1,0
71,1807,4.7,1560,4,28,41,145,walking,10,1,4,1
73,1961,5.2,16912,8,92,58,46,climbing,12,1,1,2
112,3164,7.0,10099,9,87,54,333,walking,10,0,0,1
107,3750,3.6,8187,6,74,134,10,bending,11,0,5,1
60,1755,3.5,7445,2,89,116,99,kneeling,9,0,0,0
60,2817,7.3,11703,2,54,92,453,kneeling,7,0,2,0
95,2162,9.0,6600,10,92,45,30,climbing,9,1,1,1
112,3373,8.0,8997,3,42,172,455,walking,12,1,5,1
110,2334,4.8,16848,6,30,159,172,bending,6,1,1,1
85,3363,4.1,15223,8,59,57,0,lifting,7,0,5,1
92,2142,4.7,8392,9,39,55,344,kneeling,12,0,2,2
117,2265,6.3,3074,8,81,113,362,bending,11,0,3,1
120,3475,6.5,4112,10,25,138,386,bending,11,1,4,2
70,1525,7.3,18636,8,32,98,126,lifting,10,0,3,1
98,3321,9.2,4826,7,84,58,180,kneeling,9,0,4,1
104,2724,5.6,17301,2,22,68,359,climbing,9,1,5,2
112,3135,6.7,6597,9,65,177,424,lifting,7,1,3,1
73,2761,7.2,19530,2,63,113,114,kneeling,8,1,5,0
100,1536,8.1,10760,2,94,35,227,sitting,11,1,1,1
108,3187,6.0,10978,1,76,176,316,climbing,9,0,4,1
60,3766,8.2,15984,4,83,95,286,sitting,11,1,3,1
77,1808,9.2,7341,9,84,107,57,climbing,9,0,2,0
113,3377,6.6,12251,3,71,178,274,kneeling,6,1,2,0
109,3893,6.7,9690,4,60,32,405,kneeling,7,1,0,1
80,2200,4.2,2028,2,71,65,492,climbing,6,1,3,1
78,3764,7.1,3005,0,89,75,138,kneeling,12,1,2,0
93,1927,8.1,1017,8,89,176,284,walking,12,0,2,1
90,2749,7.5,18722,8,50,151,134,bending,6,1,3,1
115,2468,3.6,15649,5,21,42,0,walking,6,1,5,2
84,3151,4.1,12661,10,46,34,466,sitting,9,1,0,1
95,2569,8.1,7277,7,89,105,221,climbing,10,0,4,1
108,3465,9.0,1639,10,35,165,241,walking,9,0,0,1
67,2335,6.1,5026,0,49,99,470,sitting,8,1,1,0
98,3938,9.1,13890,7,55,117,488,climbing,10,1,2,1
70,2732,9.1,13380,2,36,59,165,sitting,10,1,3,1
68,2791,9.1,6841,2,43,61,311,lifting,8,0,1,0
119,2707,6.1,1963,4,83,108,245,climbing,8,1,5,1
110,2833,5.7,8301,9,75,113,87,lifting,12,0,4,2
74,2780,3.5,3681,2,56,115,373,sitting,7,0,1,0
104,3940,3.8,9163,6,36,77,484,lifting,12,0,5,2
109,3434,4.9,5691,10,79,156,80,climbing,12,1,4,2
101,3734,7.9,12354,8,61,112,283,sitting,7,0,4,1
102,2750,4.5,12346,2,60,55,207,lifting,10,1,3,2
83,1844,6.2,2793,5,26,165,436,bending,6,1,2,1
98,1879,5.0,15880,4,54,150,117,sitting,11,0,2,1
109,2078,5.3,18331,4,34,148,60,sitting,10,1,5,1
111,3839,6.3,9518,4,97,82,18,sitting,7,1,4,1
94,1624,4.8,5089,8,47,137,42,lifting,11,0,1,2
112,3634,9.0,6970,6,24,161,242,kneeling,10,0,4,1
64,2944,8.3,16725,8,80,80,4,sitting,12,1,1,1
80,1756,5.4,5005,7,59,134,167,bending,7,1,5,1
74,3476,8.4,17772,0,32,161,289,lifting,8,1,5,1
90,2270,5.3,13501,7,31,152,226,bending,9,0,4,1
111,3128,7.0,3139,4,48,83,416,climbing,7,1,3,1
100,3261,5.1,12188,0,98,180,294,kneeling,12,0,5,1
62,1959,3.8,19156,5,81,88,295,lifting,10,0,5,1
105,2894,4.5,3784,8,96,134,339,kneeling,8,1,1,1
101,2707,5.8,17862,8,58,147,298,sitting,9,0,4,1
118,3019,8.4,17065,5,93,119,386,kneeling,7,0,4,0
63,2233,4.4,15454,9,79,167,311,bending,11,0,1,1
79,3666,6.7,15806,1,79,33,474,sitting,12,1,2,1
119,2846,8.4,9712,3,74,157,389,walking,10,1,4,1
66,1839,4.6,8131,10,23,83,270,kneeling,8,1,4,1
67,1835,7.0,17111,8,30,100,483,sitting,10,0,0,0
107,3846,7.3,6469,1,76,149,295,lifting,8,1,1,1
95,3241,9.0,7806,3,67,52,321,bending,8,0,5,1
89,1548,8.1,11433,3,36,131,10,bending,11,0,0,1
96,2487,8.2,3615,0,51,166,64,kneeling,9,1,1,0
101,2790,5.6,8974,6,25,176,30,bending,10,1,4,2
111,1913,8.6,5031,0,56,113,31,walking,8,0,5,0
89,2346,5.9,12247,8,83,82,194,climbing,7,1,0,1
73,2928,6.6,14138,9,51,83,180,walking,12,0,5,1
60,2867,6.8,15096,1,66,104,230,bending,7,0,5,0
81,3080,8.4,8844,9,82,175,95,sitting,8,0,0,0
84,2688,5.0,2395,10,37,160,466,walking,9,1,1,1
89,1615,8.6,18848,9,73,126,209,lifting,8,0,2,0
71,3634,4.0,9352,4,28,135,39,lifting,6,1,2,1
100,2338,5.5,10817,6,53,40,499,sitting,6,0,1,1
102,3794,6.8,5435,7,47,32,135,walking,9,1,1,1
87,2050,9.1,17682,1,53,96,346,sitting,9,0,4,0
108,3871,4.9,11387,3,22,177,210,kneeling,12,0,3,1
91,3147,5.1,1117,9,42,74,258,kneeling,12,1,4,2
92,3360,8.1,11482,5,34,90,425,sitting,10,1,1,1
114,3510,4.2,9712,3,22,138,412,kneeling,10,0,0,1
108,3071,8.5,9879,0,45,108,484,walking,10,0,4,1
91,2341,6.8,15522,10,65,161,113,bending,7,0,3,1
78,3445,6.2,9227,1,49,32,309,lifting,10,0,2,1
72,3599,8.5,14734,0,43,169,65,climbing,7,1,2,1
110,2183,9.3,9584,1,41,89,457,lifting,10,0,5,1
101,2958,6.2,5389,0,54,101,33,lifting,6,1,5,1
97,2614,4.1,8048,2,54,125,399,walking,12,0,0,1
99,3477,7.8,11143,1,38,66,384,sitting,10,1,0,1
97,3785,6.3,13772,4,93,134,104,walking,7,1,0,0
91,2722,8.3,7079,4,21,97,426,bending,11,0,1,1
86,1908,4.1,2691,0,44,108,195,kneeling,9,0,5,1
84,2381,3.8,1393,2,89,132,229,bending,11,0,0,1
119,2120,8.2,2041,9,62,90,200,climbing,11,0,0,1
96,2976,4.7,18816,9,23,32,173,climbing,9,1,0,2
63,1892,6.5,5474,5,92,33,13,climbing,7,1,0,1
72,1641,7.4,6625,2,31,57,104,kneeling,12,1,4,1
62,3586,6.3,3476,10,69,156,72,walking,6,0,2,0
80,2644,8.0,4665,7,34,175,85,kneeling,12,0,3,1
113,1525,6.2,11039,3,72,43,500,walking,12,0,2,1
78,2039,4.6,5725,1,70,33,73,sitting,7,0,4,1
77,1837,4.4,1557,9,54,108,379,climbing,12,1,1,1
84,1592,4.7,6984,6,100,120,161,lifting,7,0,3,1
86,1823,7.4,10833,8,23,64,138,sitting,12,1,4,1
94,2936,4.2,2214,2,33,57,294,bending,6,1,4,2
97,1872,4.5,15085,8,71,103,375,kneeling,12,1,2,1
90,3777,6.1,17832,10,73,62,109,climbing,9,0,0,0
92,3652,5.1,15948,4,23,160,383,walking,9,0,4,1
67,3842,3.7,10554,9,92,63,43,climbing,8,0,0,1
85,3839,7.9,18337,3,70,62,426,walking,12,1,1,0
77,3713,5.1,15321,4,77,40,258,walking,6,0,4,1
93,3180,5.4,15145,2,38,32,86,lifting,7,0,5,2
106,3513,7.6,5862,0,65,114,0,walking,12,0,0,0
63,1584,3.6,18006,6,51,104,380,bending,9,1,1,1
97,1955,7.2,1110,8,86,176,393,kneeling,6,0,2,0
67,3163,8.3,1758,9,31,128,290,bending,11,0,1,1
68,3525,4.7,15966,9,88,177,372,climbing,11,0,3,1
60,3719,8.3,12037,4,89,51,482,kneeling,9,1,2,0
84,2503,3.7,1755,9,95,161,141,bending,7,0,3,1
67,1896,7.8,9005,7,30,54,267,lifting,8,0,5,1
98,3774,7.4,9491,5,84,66,388,kneeling,12,1,1,1
61,2274,7.3,1394,1,66,82,165,walking,8,1,3,0
61,3328,5.4,19833,9,96,94,145,kneeling,11,1,3,1
87,3308,4.4,2758,1,27,170,70,sitting,11,0,1,1
105,3708,9.0,17613,2,37,86,262,climbing,10,1,0,1
69,3101,4.3,18395,5,84,47,254,sitting,11,1,1,1
89,2431,8.2,12747,10,44,135,159,walking,7,1,3,1
61,1534,5.3,6225,9,32,173,486,walking,10,1,0,1
95,1975,7.6,3275,10,42,113,177,kneeling,6,1,5,1
115,3128,4.2,2038,0,79,74,112,lifting,8,1,3,1
61,1720,4.0,19401,3,86,66,234,lifting,6,0,5,1
116,2219,4.7,5166,9,100,139,35,sitting,6,0,0,1
101,2583,9.2,13263,0,83,139,222,sitting,7,1,2,0
84,1688,9.3,11009,10,42,66,500,climbing,9,0,5,1
79,3068,8.5,1824,1,99,52,170,walking,6,1,3,1
106,2339,9.3,11129,7,39,96,120,sitting,10,1,0,1
91,3178,6.7,6347,5,32,62,422,climbing,11,0,3,1
88,1515,6.6,14707,6,64,132,487,walking,12,0,2,0
64,3310,8.8,14394,8,76,160,438,sitting,12,1,3,1
89,1829,7.5,19945,0,46,122,7,lifting,9,0,4,1
79,3550,6.9,10874,2,36,90,160,sitting,12,0,2,0
63,2758,7.9,13399,8,39,58,77,lifting,8,1,2,1
98,2959,4.5,9414,9,42,34,496,climbing,11,1,2,2
101,1860,8.1,4312,10,98,156,396,walking,10,0,4,1
69,3398,5.0,15058,3,59,87,172,bending,10,1,4,1
115,3559,8.3,3122,8,86,100,300,climbing,10,0,3,1
85,2563,8.7,1599,5,32,55,22,walking,6,0,2,0
79,2303,7.4,10141,1,43,93,441,lifting,6,1,0,1
79,3662,6.0,8855,7,38,55,365,bending,11,1,0,1
63,2329,4.5,7607,1,96,144,281,kneeling,10,0,0,0
65,2630,3.7,1432,3,58,151,416,lifting,7,0,5,1
91,1905,7.0,16290,10,91,136,23,bending,6,1,1,1
108,2953,7.6,2668,8,53,55,297,bending,8,1,4,2
81,2993,9.0,4947,1,46,142,174,walking,8,0,5,0
67,1592,6.3,6454,8,87,143,267,bending,6,1,1,1
109,3416,7.1,2842,3,79,58,484,climbing,6,1,0,1
95,3597,4.2,16400,2,36,81,346,kneeling,12,1,2,1
90,3508,8.1,18546,3,82,116,428,walking,6,1,3,0
95,1934,8.9,1228,2,56,170,7,bending,11,1,2,1
89,3550,3.7,6561,10,52,105,99,walking,7,1,1,1
70,1997,5.8,2246,6,97,127,282,sitting,12,1,2,1
85,3433,3.6,15499,10,65,46,223,kneeling,11,0,1,1
96,2993,7.7,5654,1,61,44,376,lifting,12,1,2,1
112,2094,5.8,1144,7,21,85,101,sitting,6,1,1,1
78,2367,7.7,4686,9,88,86,295,walking,8,1,4,1
64,2402,3.6,10877,1,74,49,416,lifting,8,0,0,1
69,1913,5.7,3335,6,80,123,390,bending,10,1,5,1
78,3155,7.8,9030,3,98,114,119,sitting,10,0,0,0
60,2834,3.6,4882,4,83,137,132,walking,9,1,0,0
80,3435,5.0,12041,5,34,65,279,lifting,9,1,2,1
111,1903,4.3,13193,9,83,159,50,sitting,8,1,1,1
84,1686,8.1,16134,2,49,128,9,walking,8,1,3,1
108,3014,8.1,14855,7,79,66,18,sitting,6,1,0,0
61,3386,4.7,17385,7,35,122,196,sitting,12,1,4,1
101,2441,6.4,3005,3,32,154,162,sitting,7,0,1,0
116,3311,5.3,3388,4,84,113,361,climbing,11,0,3,1
63,2163,6.9,11889,4,70,165,206,walking,9,0,4,0
93,2729,9.5,15702,6,74,94,69,lifting,9,1,5,1
73,2089,6.4,3215,3,63,83,372,kneeling,9,1,3,0
104,2066,5.6,5108,3,87,140,369,kneeling,12,1,4,1
63,3164,8.9,1989,4,86,163,201,kneeling,11,0,1,0
63,2870,8.2,8710,4,20,118,403,lifting,11,0,3,1
72,3866,6.0,3746,5,96,145,219,sitting,12,0,2,0
72,2817,6.0,2893,7,84,148,255,bending,8,1,2,0
70,3287,8.6,1905,3,87,96,75,walking,9,0,3,0
107,2033,6.2,7758,2,27,75,89,bending,7,1,0,1
66,1807,8.5,13156,10,82,139,310,lifting,9,0,3,1
70,1734,8.2,6164,9,89,125,58,sitting,8,1,4,1
95,2453,3.7,6758,1,74,178,4,walking,10,0,1,0
61,2238,8.0,19633,8,21,54,455,sitting,7,1,2,1
91,1817,3.9,18903,0,29,145,237,lifting,7,0,3,1
119,2294,6.2,2289,5,21,38,149,kneeling,7,0,1,1
86,3379,4.6,10163,6,93,87,436,lifting,12,1,1,1
96,2641,8.2,15196,3,91,31,276,walking,10,0,5,1
85,2831,5.1,6120,5,98,170,166,lifting,11,0,5,1
98,2421,4.3,6177,7,43,168,440,lifting,7,0,3,1
74,2925,7.4,10780,9,74,45,64,climbing,11,1,3,2
85,2856,8.4,15864,2,90,107,182,walking,10,1,2,0
99,3901,5.7,15832,0,84,169,222,sitting,12,0,3,1
107,3528,9.5,14526,0,41,41,279,lifting,11,0,4,2
113,2203,7.1,6436,2,29,125,397,sitting,12,0,4,1
62,2644,5.1,19757,0,94,87,88,walking,8,0,1,0
73,2209,3.5,6497,3,65,47,20,walking,12,1,5,1
111,2857,5.6,2945,1,99,87,172,sitting,8,0,1,0
114,3158,7.0,19166,8,56,83,319,walking,12,0,1,1
116,2164,5.3,9070,6,40,139,67,lifting,12,0,2,1
96,3705,9.5,8552,1,36,98,385,sitting,6,0,4,1
63,3319,8.2,13871,5,98,64,487,lifting,6,0,1,0
91,3144,4.7,16765,7,59,180,190,sitting,7,0,0,0
84,2246,7.1,9788,10,31,174,104,climbing,8,0,4,1
68,2240,5.9,3490,3,32,153,190,walking,11,1,1,1
120,3234,8.6,9980,7,60,68,341,kneeling,11,1,2,1
84,1921,8.9,5648,0,99,138,61,climbing,12,0,0,0
60,3839,7.1,18466,4,60,65,138,lifting,7,0,5,0
66,1757,5.6,8545,5,65,32,162,lifting,8,0,5,1
109,2071,4.1,4442,4,50,42,264,climbing,9,1,5,2
68,2568,6.3,5156,5,52,63,78,lifting,10,0,5,0
112,2541,7.3,11529,8,34,76,376,lifting,8,1,3,2
62,3267,6.5,13524,9,45,83,450,walking,12,0,4,1
97,3786,6.1,4121,5,99,44,84,sitting,9,1,3,1
77,1734,8.8,11929,10,84,121,376,kneeling,10,0,5,0
94,2203,9.3,11506,6,81,64,207,walking,6,1,3,1
90,2013,7.5,6514,5,59,85,441,bending,12,1,5,1
83,1828,8.2,13838,2,91,70,88,walking,12,1,0,0
108,1935,6.7,12556,10,71,73,387,sitting,9,0,4,1
86,2272,7.0,9255,2,21,53,435,walking,12,0,1,1
119,2620,4.0,19668,9,42,32,403,lifting,10,1,3,2
70,3316,3.7,14431,6,20,97,470,sitting,12,0,4,1
83,3262,4.7,3187,7,56,40,9,bending,7,0,0,1
107,1845,6.9,9048,5,45,167,317,walking,7,0,2,0
113,3399,4.1,8280,6,20,41,214,lifting,10,0,3,2
91,1652,5.4,10207,6,34,137,425,lifting,9,1,1,1
85,2652,4.8,18226,5,21,33,293,sitting,7,1,1,1
72,2611,6.0,15571,6,38,87,344,lifting,7,0,3,1
67,1550,7.4,9486,4,31,141,153,walking,7,0,3,0
82,2630,8.9,10427,1,45,147,91,climbing,9,1,4,1
83,3452,9.2,2036,6,46,94,309,sitting,7,0,2,0
116,3255,8.4,16511,5,63,55,261,kneeling,9,0,0,0
113,3525,7.2,19501,3,42,106,357,walking,6,0,2,0
95,2397,6.2,9736,4,29,157,86,walking,8,1,3,1
109,2873,8.3,17416,6,93,95,229,kneeling,12,0,1,0
82,2701,8.1,13115,3,68,65,214,kneeling,10,0,2,0
104,3415,4.5,17899,6,54,46,334,lifting,6,1,1,1
92,2881,7.3,11254,7,54,74,46,climbing,11,1,1,1
80,3916,7.1,2065,9,48,152,273,lifting,8,1,0,1
79,3501,8.6,14453,1,57,86,233,kneeling,10,1,2,0
73,3372,3.8,13293,1,89,145,431,bending,12,1,3,1
76,3196,8.6,5304,10,69,89,206,kneeling,12,0,2,0
102,2716,8.8,3855,8,67,162,382,kneeling,10,0,0,0
69,3354,6.4,6470,9,34,32,397,kneeling,8,1,0,1
104,3361,7.4,19418,6,22,104,499,walking,8,1,3,1
